Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP.1,PTS.1,TRB.1,AST.1,Year
27.0,27.0,IND,Primož Brezec,,8,342,6192,2452,1327,179,.498,.167,.701,18.1,7.2,3.9,0.5,2000
28.0,28.0,POR,Erick Barkley,St. John's,2,27,266,77,21,40,.356,.267,.900,9.9,2.9,0.8,1.5,2000
29.0,29.0,LAL,Mark Madsen,Stanford,9,453,5335,975,1157,181,.457,.063,.527,11.8,2.2,2.6,0.4,2000
30.0,30.0,LAC,Marko Jarić,,7,447,11246,3193,1200,1600,.404,.344,.730,25.2,7.1,2.7,3.6,2000
1.0,1.0,WAS,Kwame Brown,,12,607,13389,4035,3333,554,.492,.111,.570,22.1,6.6,5.5,0.9,2001
2.0,2.0,LAC,Tyson Chandler,,19,1160,31617,9509,10467,967,.597,.000,.644,27.3,8.2,9.0,0.8,2001
3.0,3.0,ATL,Pau Gasol,,18,1226,41001,20894,11305,3925,.507,.368,.753,33.4,17.0,9.2,3.2,2001
4.0,4.0,CHI,Eddy Curry,,11,527,13109,6820,2725,287,.545,1.000,.642,24.9,12.9,5.2,0.5,2001
5.0,5.0,GSW,Jason Richardson,Michigan State,13,857,29241,14644,4245,2284,.438,.370,.707,34.1,17.1,5.0,2.7,2001
6.0,6.0,MEM,Shane Battier,Duke,13,977,30004,8408,4082,1717,.437,.384,.743,30.7,8.6,4.2,1.8,2001
7.0,7.0,NJN,Eddie Griffin,Seton Hall,5,303,6729,2171,1744,236,.377,.315,.671,22.2,7.2,5.8,0.8,2001
8.0,8.0,CLE,DeSagana Diop,,12,601,8403,1185,2219,270,.427,.167,.467,14.0,2.0,3.7,0.4,2001
9.0,9.0,DET,Rodney White,UNC Charlotte,4,218,3354,1540,485,237,.424,.314,.749,15.4,7.1,2.2,1.1,2001
10.0,10.0,BOS,Joe Johnson,Arkansas,18,1277,44236,20407,5059,5001,.441,.371,.802,34.6,16.0,4.0,3.9,2001
11.0,11.0,BOS,Kedrick Brown,Okaloosa-Walton Community College,4,143,1935,509,347,103,.405,.274,.640,13.5,3.6,2.4,0.7,2001
12.0,12.0,SEA,Vladimir Radmanović,,12,737,16164,5879,2784,998,.415,.378,.758,21.9,8.0,3.8,1.4,2001
13.0,13.0,HOU,Richard Jefferson,Arizona,17,1181,34293,14904,4720,2412,.464,.376,.768,29.0,12.6,4.0,2.0,2001
14.0,14.0,GSW,Troy Murphy,Notre Dame,12,729,19921,7860,5708,1088,.445,.388,.785,27.3,10.8,7.8,1.5,2001
15.0,15.0,ORL,Steven Hunter,DePaul,8,400,5993,1817,1264,79,.560,.000,.485,15.0,4.5,3.2,0.2,2001
16.0,16.0,CHH,Kirk Haston,Indiana,2,27,134,32,27,8,.232,.000,.500,5.0,1.2,1.0,0.3,2001
17.0,17.0,TOR,Michael Bradley,Villanova,5,173,2016,483,591,93,.477,.143,.511,11.7,2.8,3.4,0.5,2001
18.0,18.0,HOU,Jason Collins,Stanford,13,735,14974,2621,2706,626,.411,.206,.647,20.4,3.6,3.7,0.9,2001
19.0,19.0,POR,Zach Randolph,Michigan State,17,1116,34616,18578,10208,2049,.471,.273,.764,31.0,16.6,9.1,1.8,2001
20.0,20.0,CLE,Brendan Haywood,UNC,13,816,18680,5538,4875,442,.528,.000,.587,22.9,6.8,6.0,0.5,2001
21.0,21.0,BOS,Joseph Forte,UNC,2,25,125,30,17,17,.234,.000,.800,5.0,1.2,0.7,0.7,2001
22.0,22.0,ORL,Jeryl Sasser,SMU,2,82,1061,204,191,67,.303,.295,.687,12.9,2.5,2.3,0.8,2001
23.0,23.0,HOU,Brandon Armstrong,Pepperdine,3,108,699,239,63,24,.352,.333,.600,6.5,2.2,0.6,0.2,2001
24.0,24.0,UTA,Raül López,,2,113,2135,733,194,428,.429,.346,.853,18.9,6.5,1.7,3.8,2001
25.0,25.0,SAC,Gerald Wallace,Alabama,14,832,24731,9933,4838,1725,.469,.312,.709,29.7,11.9,5.8,2.1,2001
26.0,26.0,PHI,Samuel Dalembert,Seton Hall,13,886,21646,6814,6942,465,.521,.083,.706,24.4,7.7,7.8,0.5,2001
27.0,27.0,MEM,Jamaal Tinsley,Iowa State,11,547,14443,4652,1605,3330,.393,.299,.716,26.4,8.5,2.9,6.1,2001
28.0,28.0,SAS,Tony Parker,,18,1254,38279,19473,3396,7036,.491,.324,.751,30.5,15.5,2.7,5.6,2001
30.0,30.0,CHI,Trenton Hassell,Austin Peay State University,9,644,16278,3741,1826,1132,.445,.318,.765,25.3,5.8,2.8,1.8,2001
1.0,1.0,HOU,Yao Ming,,8,486,15818,9247,4494,769,.524,.200,.833,32.5,19.0,9.2,1.6,2002
2.0,2.0,CHI,Jay Williams,Duke,1,75,1961,714,195,350,.399,.322,.640,26.1,9.5,2.6,4.7,2002
3.0,3.0,GSW,Mike Dunleavy,Duke,15,986,27340,11048,4211,2185,.441,.377,.803,27.7,11.2,4.3,2.2,2002
4.0,4.0,MEM,Drew Gooden,Kansas,14,790,20127,8653,5618,896,.462,.257,.760,25.5,11.0,7.1,1.1,2002
5.0,5.0,DEN,Nikoloz Tskitishvili,,4,172,1946,507,307,114,.304,.235,.730,11.3,2.9,1.8,0.7,2002
6.0,6.0,CLE,Dajuan Wagner,Memphis,4,103,2202,964,142,195,.366,.321,.770,21.4,9.4,1.4,1.9,2002
7.0,7.0,NYK,Nenê,,17,965,25237,10909,5828,1719,.548,.132,.660,26.2,11.3,6.0,1.8,2002
8.0,8.0,LAC,Chris Wilcox,Maryland,11,628,12474,5150,3076,455,.541,.000,.643,19.9,8.2,4.9,0.7,2002
9.0,9.0,PHO,Amar'e Stoudemire,,14,846,26254,15994,6632,1050,.537,.236,.761,31.0,18.9,7.8,1.2,2002
10.0,10.0,MIA,Caron Butler,UConn,14,881,28333,12430,4387,2007,.434,.348,.847,32.2,14.1,5.0,2.3,2002
11.0,11.0,WAS,Jared Jeffries,Indiana,11,629,13579,3003,2563,798,.426,.250,.583,21.6,4.8,4.1,1.3,2002
12.0,12.0,LAC,Melvin Ely,Fresno State,9,375,6005,1992,1215,261,.460,.000,.625,16.0,5.3,3.2,0.7,2002
13.0,13.0,MIL,Marcus Haislip,Tennessee,4,89,854,311,131,16,.437,.350,.659,9.6,3.5,1.5,0.2,2002
14.0,14.0,IND,Fred Jones,Oregon,7,430,10299,3206,958,990,.411,.353,.809,24.0,7.5,2.2,2.3,2002
15.0,15.0,HOU,Boštjan Nachbar,,6,317,5628,2252,836,283,.406,.375,.784,17.8,7.1,2.6,0.9,2002
16.0,16.0,PHI,Jiří Welsch,,4,247,4596,1519,602,375,.403,.343,.752,18.6,6.1,2.4,1.5,2002
17.0,17.0,WAS,Juan Dixon,Maryland,7,436,8509,3678,816,775,.413,.341,.833,19.5,8.4,1.9,1.8,2002
18.0,18.0,ORL,Curtis Borchardt,Stanford,2,83,1117,258,278,64,.421,.000,.742,13.5,3.1,3.3,0.8,2002
19.0,19.0,UTA,Ryan Humphrey,Notre Dame,3,85,772,197,189,18,.344,.000,.539,9.1,2.3,2.2,0.2,2002
20.0,20.0,TOR,Kareem Rush,Missouri,7,346,5956,2213,572,353,.400,.358,.703,17.2,6.4,1.7,1.0,2002
21.0,21.0,POR,Qyntel Woods,Northeast Mississippi Community College,4,167,2060,691,385,105,.452,.357,.603,12.3,4.1,2.3,0.6,2002
22.0,22.0,PHO,Casey Jacobsen,Stanford,4,287,5320,1488,516,304,.393,.352,.769,18.5,5.2,1.8,1.1,2002
23.0,23.0,DET,Tayshaun Prince,Kentucky,14,1017,31576,11272,4332,2406,.455,.367,.756,31.0,11.1,4.3,2.4,2002
24.0,24.0,NJN,Nenad Krstić,,7,419,10547,4210,2261,346,.494,.143,.730,25.2,10.0,5.4,0.8,2002
25.0,25.0,DEN,Frank Williams,Illinois,3,86,952,253,77,166,.352,.300,.833,11.1,2.9,0.9,1.9,2002
26.0,26.0,SAS,John Salmons,Miami (FL),13,895,23672,8292,2603,2183,.431,.366,.799,26.4,9.3,2.9,2.4,2002
27.0,27.0,LAL,Chris Jefferies,Fresno State,2,72,861,281,88,29,.383,.365,.667,12.0,3.9,1.2,0.4,2002
28.0,28.0,SAC,Dan Dickau,Gonzaga,6,300,4617,1745,405,752,.401,.341,.831,15.4,5.8,1.4,2.5,2002
30.0,30.0,GSW,Steve Logan,Cincinnati,,,,,,,,,,,,,,2002
1.0,1.0,CLE,LeBron James,,23,1565,59137,42237,11746,11610,.506,.349,.737,37.8,27.0,7.5,7.4,2003
2.0,2.0,DET,Darko Miličić,,10,468,8638,2813,1971,405,.460,.000,.574,18.5,6.0,4.2,0.9,2003
3.0,3.0,DEN,Carmelo Anthony,Syracuse,19,1260,43514,28289,7808,3422,.447,.355,.814,34.5,22.5,6.2,2.7,2003
4.0,4.0,TOR,Chris Bosh,Georgia Tech,13,893,31936,17189,7592,1795,.494,.335,.799,35.8,19.2,8.5,2.0,2003
5.0,5.0,MIA,Dwyane Wade,Marquette,16,1054,35773,23165,4933,5701,.480,.293,.765,33.9,22.0,4.7,5.4,2003
6.0,6.0,LAC,Chris Kaman,Central Michigan University,13,735,19642,8208,5582,921,.489,.042,.743,26.7,11.2,7.6,1.3,2003
7.0,7.0,CHI,Kirk Hinrich,Kansas,13,879,27015,9594,2576,4245,.411,.375,.800,30.7,10.9,2.9,4.8,2003
8.0,8.0,MIL,T.J. Ford,Texas,8,429,11882,4797,1331,2495,.433,.289,.815,27.7,11.2,3.1,5.8,2003
9.0,9.0,NYK,Mike Sweetney,Georgetown,4,233,3610,1516,1045,145,.485,.000,.689,15.5,6.5,4.5,0.6,2003
10.0,10.0,WAS,Jarvis Hayes,Georgia,7,427,9898,3553,1330,459,.415,.356,.798,23.2,8.3,3.1,1.1,2003
11.0,11.0,GSW,Mickaël Piétrus,,10,557,11950,4629,1723,445,.425,.355,.665,21.5,8.3,3.1,0.8,2003
12.0,12.0,SEA,Nick Collison,Kansas,14,910,18603,5359,4701,939,.534,.208,.723,20.4,5.9,5.2,1.0,2003
13.0,13.0,MEM,Marcus Banks,UNLV,8,348,5571,2061,519,728,.432,.327,.768,16.0,5.9,1.5,2.1,2003
14.0,14.0,SEA,Luke Ridnour,Oregon,12,830,21623,7740,1877,3713,.431,.349,.862,26.1,9.3,2.3,4.5,2003
15.0,15.0,ORL,Reece Gaines,Louisville,3,71,605,123,53,50,.324,.269,.606,8.5,1.7,0.7,0.7,2003
16.0,16.0,BOS,Troy Bell,Boston College,1,6,34,11,4,4,.222,.000,1.000,5.7,1.8,0.7,0.7,2003
17.0,17.0,PHO,Žarko Čabarkapa,,3,150,1550,640,312,85,.427,.273,.733,10.3,4.3,2.1,0.6,2003
18.0,18.0,NOH,David West,Xavier,15,1034,29144,14034,6590,2273,.495,.265,.817,28.2,13.6,6.4,2.2,2003
19.0,19.0,UTA,Sasha Pavlović,,10,567,8888,2787,1000,517,.404,.346,.673,15.7,4.9,1.8,0.9,2003
20.0,20.0,BOS,Dahntay Jones,Duke,13,624,9799,3353,1082,529,.439,.329,.751,15.7,5.4,1.7,0.8,2003
21.0,21.0,ATL,Boris Diaw,,14,1064,28768,9139,4634,3684,.493,.336,.717,27.0,8.6,4.4,3.5,2003
22.0,22.0,NJN,Zoran Planinić,,3,148,1584,561,198,165,.405,.289,.677,10.7,3.8,1.3,1.1,2003
23.0,23.0,POR,Travis Outlaw,,11,622,13026,5273,1974,514,.423,.337,.744,20.9,8.5,3.2,0.8,2003
24.0,24.0,LAL,Brian Cook,Illinois,9,421,5649,2312,1115,252,.439,.382,.783,13.4,5.5,2.6,0.6,2003
25.0,25.0,DET,Carlos Delfino,,8,507,11580,4115,1815,887,.401,.365,.758,22.8,8.1,3.6,1.7,2003
26.0,26.0,MIN,Ndudi Ebi,,2,19,86,40,19,4,.486,.000,.462,4.5,2.1,1.0,0.2,2003
27.0,27.0,MEM,Kendrick Perkins,,14,782,17162,4214,4532,813,.530,.000,.594,21.9,5.4,5.8,1.0,2003
28.0,28.0,SAS,Leandro Barbosa,,14,850,18386,9035,1720,1775,.459,.387,.821,21.6,10.6,2.0,2.1,2003
29.0,29.0,DAL,Josh Howard,Wake Forest,10,507,15350,7270,2886,817,.448,.332,.770,30.3,14.3,5.7,1.6,2003
30.0,30.0,NYK,Maciej Lampe,,3,64,632,215,142,22,.407,.250,.676,9.9,3.4,2.2,0.3,2003
1.0,1.0,ORL,Dwight Howard,,18,1242,39457,19485,14627,1676,.587,.214,.567,31.8,15.7,11.8,1.3,2004
2.0,2.0,CHA,Emeka Okafor,UConn,10,616,19055,7370,5967,520,.512,.000,.586,30.9,12.0,9.7,0.8,2004
3.0,3.0,CHI,Ben Gordon,UConn,11,744,20366,11084,1851,1868,.432,.401,.857,27.4,14.9,2.5,2.5,2004
4.0,4.0,LAC,Shaun Livingston,,14,833,17188,5231,1989,2483,.486,.178,.794,20.6,6.3,2.4,3.0,2004
5.0,5.0,WAS,Devin Harris,Wisconsin,15,985,23963,10597,2151,3869,.432,.325,.796,24.3,10.8,2.2,3.9,2004
6.0,6.0,ATL,Josh Childress,Stanford,8,391,10432,3548,1850,609,.522,.329,.779,26.7,9.1,4.7,1.6,2004
7.0,7.0,PHO,Luol Deng,Duke,15,902,30941,13361,5468,2042,.456,.332,.769,34.3,14.8,6.1,2.3,2004
8.0,8.0,TOR,Rafael Araújo,BYU,3,139,1585,389,395,41,.405,.250,.679,11.4,2.8,2.8,0.3,2004
9.0,9.0,PHI,Andre Iguodala,Arizona,19,1231,39507,13968,6047,5147,.463,.330,.709,32.1,11.3,4.9,4.2,2004
10.0,10.0,CLE,Luke Jackson,Oregon,4,73,724,252,89,58,.357,.360,.732,9.9,3.5,1.2,0.8,2004
11.0,11.0,GSW,Andris Biedriņš,,10,516,11146,3247,3631,467,.594,.000,.500,21.6,6.3,7.0,0.9,2004
12.0,12.0,SEA,Robert Swift,,4,97,1500,416,376,20,.506,,.610,15.5,4.3,3.9,0.2,2004
13.0,13.0,POR,Sebastian Telfair,,10,564,12149,4183,898,1960,.390,.319,.777,21.5,7.4,1.6,3.5,2004
14.0,14.0,UTA,Kris Humphries,Minnesota,13,800,14232,5350,4314,556,.463,.293,.700,17.8,6.7,5.4,0.7,2004
15.0,15.0,BOS,Al Jefferson,,14,915,26299,14343,7690,1347,.499,.121,.711,28.7,15.7,8.4,1.5,2004
16.0,16.0,UTA,Kirk Snyder,Nevada,4,211,3540,1333,491,241,.438,.327,.699,16.8,6.3,2.3,1.1,2004
17.0,17.0,ATL,Josh Smith,,13,894,29000,12996,6653,2789,.452,.285,.632,32.4,14.5,7.4,3.1,2004
18.0,18.0,NOH,J.R. Smith,,16,977,26275,12148,3073,2077,.419,.373,.733,26.9,12.4,3.1,2.1,2004
19.0,19.0,MIA,Dorell Wright,,11,549,12280,4597,2093,850,.424,.365,.806,22.4,8.4,3.8,1.5,2004
20.0,20.0,DEN,Jameer Nelson,Saint Joseph's,14,878,24539,9940,2595,4508,.436,.368,.810,27.9,11.3,3.0,5.1,2004
21.0,21.0,UTA,Pavel Podkolzin,,2,6,28,4,9,0,.000,,.500,4.7,0.7,1.5,0.0,2004
22.0,22.0,NJN,Viktor Khryapa,,4,143,2351,643,492,142,.443,.292,.658,16.4,4.5,3.4,1.0,2004
23.0,23.0,POR,Sergei Monia,,1,26,343,77,52,19,.333,.265,.714,13.2,3.0,2.0,0.7,2004
24.0,24.0,BOS,Delonte West,Saint Joseph's,8,432,11842,4198,1265,1540,.448,.372,.826,27.4,9.7,2.9,3.6,2004
25.0,25.0,BOS,Tony Allen,Oklahoma State,14,820,18055,6654,2884,1077,.475,.282,.709,22.0,8.1,3.5,1.3,2004
26.0,26.0,SAC,Kevin Martin,Western Carolina University,12,714,21559,12396,2278,1352,.437,.384,.870,30.2,17.4,3.2,1.9,2004
27.0,27.0,LAL,Sasha Vujačić,,10,581,8908,3094,1093,748,.390,.367,.858,15.3,5.3,1.9,1.3,2004
28.0,28.0,SAS,Beno Udrih,,13,831,18185,6952,1712,2858,.463,.349,.833,21.9,8.4,2.1,3.4,2004
29.0,29.0,IND,David Harrison,Colorado,4,189,2686,949,549,47,.530,,.525,14.2,5.0,2.9,0.2,2004
31.0,30.0,ORL,Anderson Varejão,,14,632,15087,4574,4531,737,.509,.023,.630,23.9,7.2,7.2,1.2,2004
1.0,1.0,MIL,Andrew Bogut,Utah,14,706,19862,6808,6112,1546,.535,.120,.557,28.1,9.6,8.7,2.2,2005
2.0,2.0,ATL,Marvin Williams,UNC,15,1072,30159,10965,5546,1373,.443,.361,.808,28.1,10.2,5.2,1.3,2005
3.0,3.0,UTA,Deron Williams,Illinois,12,845,28865,13804,2619,6819,.445,.357,.822,34.2,16.3,3.1,8.1,2005
4.0,4.0,NOH,Chris Paul,Wake Forest,21,1367,45795,23045,6002,12546,.469,.369,.870,33.5,16.9,4.4,9.2,2005
5.0,5.0,CHA,Raymond Felton,UNC,14,971,28829,10853,2867,5096,.412,.329,.790,29.7,11.2,3.0,5.2,2005
6.0,6.0,POR,Martell Webster,,10,580,13914,5056,1811,588,.418,.382,.791,24.0,8.7,3.1,1.0,2005
7.0,7.0,TOR,Charlie Villanueva,UConn,11,656,13578,6808,3019,549,.435,.341,.772,20.7,10.4,4.6,0.8,2005
8.0,8.0,NYK,Channing Frye,Arizona,13,890,19772,7786,4002,864,.440,.388,.822,22.2,8.7,4.5,1.0,2005
9.0,9.0,GSW,Ike Diogu,Arizona State,6,225,2795,1348,689,69,.509,.500,.786,12.4,6.0,3.1,0.3,2005
10.0,10.0,LAL,Andrew Bynum,,8,418,10690,4822,3221,490,.556,.111,.690,25.6,11.5,7.7,1.2,2005
11.0,11.0,ORL,Fran Vázquez,,,,,,,,,,,,,,,2005
12.0,12.0,LAC,Yaroslav Korolev,,2,34,168,39,16,13,.283,.250,.625,4.9,1.1,0.5,0.4,2005
13.0,13.0,CHA,Sean May,UNC,4,119,1868,821,481,115,.458,.231,.746,15.7,6.9,4.0,1.0,2005
14.0,14.0,MIN,Rashad McCants,UNC,4,249,5037,2479,506,331,.431,.368,.741,20.2,10.0,2.0,1.3,2005
15.0,15.0,NJN,Antoine Wright,Texas A&M,6,297,5714,1614,681,295,.412,.304,.674,19.2,5.4,2.3,1.0,2005
16.0,16.0,TOR,Joey Graham,Oklahoma State,6,377,6117,2239,1058,207,.483,.300,.815,16.2,5.9,2.8,0.5,2005
17.0,17.0,IND,Danny Granger,New Mexico,10,586,18487,9855,2888,1097,.434,.380,.848,31.5,16.8,4.9,1.9,2005
18.0,18.0,BOS,Gerald Green,,12,658,13026,6412,1639,596,.417,.361,.818,19.8,9.7,2.5,0.9,2005
19.0,19.0,MEM,Hakim Warrick,Syracuse,8,526,10624,4947,2117,400,.490,.191,.726,20.2,9.4,4.0,0.8,2005
20.0,20.0,DEN,Julius Hodge,NC State,2,23,98,28,15,18,.440,,.500,4.3,1.2,0.7,0.8,2005
21.0,21.0,PHO,Nate Robinson,Washington,11,618,13878,6807,1446,1826,.423,.360,.796,22.5,11.0,2.3,3.0,2005
22.0,22.0,DEN,Jarrett Jack,Georgia Tech,13,867,24140,9349,2487,3952,.440,.343,.855,27.8,10.8,2.9,4.6,2005
23.0,23.0,SAC,Francisco García,Louisville,10,549,11853,4323,1400,747,.427,.357,.799,21.6,7.9,2.6,1.4,2005
24.0,24.0,HOU,Luther Head,Illinois,6,348,7797,2842,845,747,.423,.388,.773,22.4,8.2,2.4,2.1,2005
25.0,25.0,SEA,Johan Petro,,8,473,7262,2202,1836,227,.462,.154,.678,15.4,4.7,3.9,0.5,2005
26.0,26.0,DET,Jason Maxiell,Cincinnati,10,618,11379,3481,2576,266,.495,.000,.564,18.4,5.6,4.2,0.4,2005
27.0,27.0,POR,Linas Kleiza,Missouri,7,409,8185,3561,1470,321,.435,.335,.763,20.0,8.7,3.6,0.8,2005
28.0,28.0,SAS,Ian Mahinmi,,12,618,10353,3209,2705,357,.533,.160,.612,16.8,5.2,4.4,0.6,2005
29.0,29.0,MIA,Wayne Simien,Kansas,2,51,507,169,99,11,.469,,.854,9.9,3.3,1.9,0.2,2005
30.0,30.0,NYK,David Lee,Florida,12,829,24293,11232,7320,1825,.535,.034,.772,29.3,13.5,8.8,2.2,2005
1.0,1.0,TOR,Andrea Bargnani,,10,550,15806,7873,2541,653,.439,.354,.824,28.7,14.3,4.6,1.2,2006
2.0,2.0,CHI,LaMarcus Aldridge,Texas,16,1076,36242,20558,8736,2076,.493,.320,.813,33.7,19.1,8.1,1.9,2006
3.0,3.0,CHA,Adam Morrison,Gonzaga,3,161,3278,1200,342,222,.373,.331,.710,20.4,7.5,2.1,1.4,2006
4.0,4.0,POR,Tyrus Thomas,LSU,8,402,7932,3093,1938,347,.438,.235,.732,19.7,7.7,4.8,0.9,2006
5.0,5.0,ATL,Shelden Williams,Duke,6,361,5586,1618,1562,163,.462,.222,.740,15.5,4.5,4.3,0.5,2006
6.0,6.0,MIN,Brandon Roy,Washington,6,326,11561,6136,1388,1517,.459,.348,.800,35.5,18.8,4.3,4.7,2006
7.0,7.0,BOS,Randy Foye,Villanova,11,752,19279,7729,1686,2112,.401,.366,.852,25.6,10.3,2.2,2.8,2006
8.0,8.0,HOU,Rudy Gay,UConn,17,1120,34561,17642,6283,2280,.452,.346,.799,30.9,15.8,5.6,2.0,2006
9.0,9.0,GSW,Patrick O'Bryant,Bradley,4,90,524,186,127,25,.494,.000,.583,5.8,2.1,1.4,0.3,2006
10.0,10.0,SEA,Mouhamed Sene,,3,47,260,103,75,1,.427,,.589,5.5,2.2,1.6,0.0,2006
11.0,11.0,ORL,JJ Redick,Duke,15,940,23964,12028,1903,1862,.447,.415,.892,25.5,12.8,2.0,2.0,2006
12.0,12.0,NOK,Hilton Armstrong,UConn,6,292,3378,880,766,102,.501,.286,.582,11.6,3.0,2.6,0.3,2006
13.0,13.0,PHI,Thabo Sefolosha,,14,869,19062,4994,3252,1196,.449,.349,.732,21.9,5.7,3.7,1.4,2006
14.0,14.0,UTA,Ronnie Brewer,Arkansas,8,502,11539,3940,1427,828,.490,.254,.675,23.0,7.8,2.8,1.6,2006
15.0,15.0,NOK,Cedric Simmons,NC State,3,75,705,163,141,14,.409,,.390,9.4,2.2,1.9,0.2,2006
16.0,16.0,CHI,Rodney Carney,Memphis,5,299,4600,1778,588,132,.422,.338,.704,15.4,5.9,2.0,0.4,2006
17.0,17.0,IND,Shawne Williams,Memphis,7,314,5368,1769,945,220,.403,.339,.755,17.1,5.6,3.0,0.7,2006
18.0,18.0,WAS,Oleksiy Pecherov,,3,111,1044,438,266,20,.386,.290,.793,9.4,3.9,2.4,0.2,2006
19.0,19.0,SAC,Quincy Douby,Rutgers University,3,143,1535,588,152,93,.389,.312,.884,10.7,4.1,1.1,0.7,2006
20.0,20.0,NYK,Renaldo Balkman,South Carolina,6,221,3064,894,769,132,.510,.172,.542,13.9,4.0,3.5,0.6,2006
21.0,21.0,PHO,Rajon Rondo,Kentucky,16,957,28571,9337,4349,7584,.456,.324,.611,29.9,9.8,4.5,7.9,2006
22.0,22.0,NJN,Marcus Williams,UConn,4,203,3095,1128,361,574,.386,.321,.767,15.2,5.6,1.8,2.8,2006
23.0,23.0,NJN,Josh Boone,UConn,4,256,4482,1340,1258,125,.544,,.445,17.5,5.2,4.9,0.5,2006
24.0,24.0,MEM,Kyle Lowry,Villanova,20,1174,36683,16359,4961,7100,.423,.368,.815,31.2,13.9,4.2,6.0,2006
25.0,25.0,CLE,Shannon Brown,Michigan State,9,408,7329,3118,760,458,.420,.332,.807,18.0,7.6,1.9,1.1,2006
26.0,26.0,LAL,Jordan Farmar,UCLA,10,504,9840,3888,958,1453,.423,.374,.739,19.5,7.7,1.9,2.9,2006
27.0,27.0,PHO,Sergio Rodríguez,,5,353,5281,1747,525,1183,.409,.337,.739,15.0,4.9,1.5,3.4,2006
28.0,28.0,DAL,Maurice Ager,Michigan State,4,82,505,169,46,19,.339,.250,.566,6.2,2.1,0.6,0.2,2006
29.0,29.0,NYK,Mardy Collins,Temple,4,189,2771,742,336,327,.380,.299,.599,14.7,3.9,1.8,1.7,2006
30.0,30.0,POR,Joel Freeland,,3,151,1821,477,518,65,.459,.000,.728,12.1,3.2,3.4,0.4,2006
1.0,1.0,POR,Greg Oden,Ohio State,3,105,2028,840,656,51,.574,,.658,19.3,8.0,6.2,0.5,2007
2.0,2.0,SEA,Kevin Durant,Texas,18,1137,41742,30915,7895,4954,.502,.390,.882,36.7,27.2,6.9,4.4,2007
3.0,3.0,ATL,Al Horford,Florida,19,1150,36179,14775,8994,3651,.508,.376,.764,31.5,12.8,7.8,3.2,2007
4.0,4.0,MEM,Mike Conley,Ohio State,19,1190,36958,16574,3487,6688,.438,.389,.826,31.1,13.9,2.9,5.6,2007
5.0,5.0,BOS,Jeff Green,Georgetown,18,1223,33280,14425,4885,1784,.450,.338,.804,27.2,11.8,4.0,1.5,2007
6.0,6.0,MIL,Yi Jianlian,,5,272,6038,2148,1339,192,.404,.333,.780,22.2,7.9,4.9,0.7,2007
7.0,7.0,MIN,Corey Brewer,Florida,13,819,18771,7097,2287,1250,.425,.284,.713,22.9,8.7,2.8,1.5,2007
8.0,8.0,CHA,Brandan Wright,UNC,10,428,6949,2976,1560,199,.607,.000,.674,16.2,7.0,3.6,0.5,2007
9.0,9.0,CHI,Joakim Noah,Florida,13,672,18646,5881,6058,1907,.491,.000,.700,27.7,8.8,9.0,2.8,2007
10.0,10.0,SAC,Spencer Hawes,Washington,10,684,15541,5932,3893,1271,.457,.350,.716,22.7,8.7,5.7,1.9,2007
11.0,11.0,ATL,Acie Law,Texas A&M,4,188,2385,725,195,309,.413,.235,.778,12.7,3.9,1.0,1.6,2007
12.0,12.0,PHI,Thaddeus Young,Georgia Tech,17,1172,33012,14225,6614,2135,.503,.328,.661,28.2,12.1,5.6,1.8,2007
13.0,13.0,NOK,Julian Wright,Kansas,4,231,3049,907,531,182,.499,.262,.584,13.2,3.9,2.3,0.8,2007
14.0,14.0,LAC,Al Thornton,Florida State,4,296,8274,3527,1233,353,.452,.293,.747,28.0,11.9,4.2,1.2,2007
15.0,15.0,DET,Rodney Stuckey,Eastern Washington,10,651,17890,8185,1912,2333,.423,.300,.824,27.5,12.6,2.9,3.6,2007
16.0,16.0,WAS,Nick Young,USC,12,720,16419,8194,1427,687,.418,.376,.836,22.8,11.4,2.0,1.0,2007
17.0,17.0,NJN,Sean Williams,Boston College,4,137,1978,581,472,47,.511,.000,.624,14.4,4.2,3.4,0.3,2007
18.0,18.0,GSW,Marco Belinelli,,13,860,19548,8370,1769,1429,.424,.376,.846,22.7,9.7,2.1,1.7,2007
19.0,19.0,LAL,Javaris Crittenton,Georgia Tech,2,113,1853,595,276,201,.442,.231,.638,16.4,5.3,2.4,1.8,2007
20.0,20.0,MIA,Jason Smith,Colorado State,11,616,10029,3777,2075,453,.468,.333,.783,16.3,6.1,3.4,0.7,2007
21.0,21.0,PHI,Daequan Cook,Ohio State,6,328,5993,2114,703,243,.369,.359,.813,18.3,6.4,2.1,0.7,2007
22.0,22.0,CHA,Jared Dudley,Boston College,14,904,20117,6633,2849,1394,.463,.393,.732,22.3,7.3,3.2,1.5,2007
23.0,23.0,NYK,Wilson Chandler,DePaul,12,676,20287,8463,3574,1205,.443,.341,.770,30.0,12.5,5.3,1.8,2007
24.0,24.0,PHO,Rudy Fernández,,4,249,5965,2254,608,554,.399,.360,.840,24.0,9.1,2.4,2.2,2007
25.0,25.0,UTA,Morris Almond,Rice University,3,38,361,119,46,12,.381,.292,.743,9.5,3.1,1.2,0.3,2007
26.0,26.0,HOU,Aaron Brooks,Oregon,10,645,13439,6259,1079,1925,.413,.370,.837,20.8,9.7,1.7,3.0,2007
